,strategy_returns,benchmark_returns
2021-06-29,0.00501242181574213,0.0014421373954067913
2021-06-30,0.008250303843727547,0.003184690947582484
2021-07-01,-0.00930505570388096,0.005800013697569569
2021-07-02,0.0032251739113968447,0.009231855438361978
2021-07-06,-0.02288373651949116,-0.0009010587993730131
2021-07-07,0.0013422234880954564,-0.00018171153748882304
2021-07-08,-0.00684942596036428,-0.010415028283983005
2021-07-09,0.01588478879374597,0.012773487568749511
2021-07-12,0.0037458189604614167,0.006929018156810481
2021-07-13,-0.0007196049021300222,-0.003862645554071481
2021-07-14,0.0028476388887662685,-0.0038303755789745966
2021-07-15,0.014302825241908068,-0.006622418957823534
2021-07-16,0.0031436184077415774,-0.0156283936822945
2021-07-19,-0.021873523505789194,-0.016601629844774157
2021-07-20,0.012307789002156594,0.012741055738612275
2021-07-21,-0.0003087105147399072,0.015911561046190608
2021-07-22,-0.00973909581177157,0.003290510335702388
2021-07-23,-0.0004010851551932426,0.011729092869745134
2021-07-26,0.0033350668605998945,0.004753639274201064
2021-07-27,0.005041314328414398,-0.008582320231490201
2021-07-28,-0.004104597976075319,0.0035524240643031537
2021-07-29,0.004415627154457424,0.0016049749518671774
2021-07-30,0.017223344972891963,-0.01201908799467021
2021-08-02,-0.0023078158511561364,0.00071031738794472
2021-08-03,0.0008476997565348698,0.008771692458927135
2021-08-04,-0.009276644383300281,-0.0029942495426493465
2021-08-05,0.001356824463435491,0.0070265328064813655
2021-08-06,0.021523897810749537,0.004381385929670366
2021-08-09,0.002081472781938376,-0.003574644301873995
2021-08-10,0.014131932194422298,0.003527791978964532
2021-08-11,0.011733288465038794,0.0016435740550227729
2021-08-12,-0.0018315121117761235,0.003993639498025632
2021-08-13,-0.008172232607473129,-0.0007046314960452623
2021-08-16,-0.0005532796966954412,0.0012628839117522956
2021-08-17,0.005397498959884728,-0.012338509348477633
2021-08-18,0.0024264052605719733,-0.01362143028838079
2021-08-19,-0.014268329684690995,0.0010076198985673468
2021-08-20,-0.011637629082609902,0.012393377148730955
2021-08-23,-0.012142235164167237,0.016323476454934083
2021-08-24,0.004798681820682937,0.003534903494867699
2021-08-25,0.0036246800235071597,0.0040938702560215645
2021-08-26,0.0012170358960847116,-0.005789925351765766
2021-08-27,-0.002547774965468319,0.013008287673081487
2021-08-30,-0.013573081961609806,0.004928371294633045
2021-08-31,9.553357870961676e-05,-0.00413520885759731
2021-09-01,-0.0014854967845080447,-0.0005113689061085521
2021-09-02,0.0033083366500580025,0.003956896550020471
2021-09-03,-0.009502819000143659,0.0016965495078930064
2021-09-07,-0.001305182927681614,0.0008677816531271939
2021-09-08,-0.0019478471401963293,-0.0062627357244724735
2021-09-09,0.005573593307001357,-0.0030737755789168784
2021-09-10,-0.00586982015385118,-0.006915171520202906
2021-09-13,0.012042274577972273,0.008949993032111211
2021-09-14,-0.008262951174419664,-0.005976902558673493
2021-09-15,-0.0023242737599340757,0.009292457807135474
2021-09-16,-0.003176093709086558,-0.0029369663036300972
2021-09-17,0.001749286899557001,-0.010671212542233641
2021-09-20,0.0006979676306492766,-0.024030236548640633
2021-09-21,-0.002154824387391674,0.0014319754380657617
2021-09-22,0.0002927434071165469,0.011843548755598695
2021-09-23,0.003771435670324119,0.013940812823669315
2021-09-24,0.006003051050214814,0.003153262564656848
2021-09-27,0.0179782793425588,0.004046065228781592
2021-09-28,0.009892275038955511,-0.021675976066417052
2021-09-29,0.0001623237883258688,-0.0015603034272812604
2021-09-30,-0.009067442455515606,-0.011226493127619289
2021-10-01,0.00637834021682937,0.013842311951465477
2021-10-04,-0.0039448063314385376,-0.018032033119684526
2021-10-05,0.007043371221749917,0.016768554982182493
2021-10-06,0.0032988092319735096,0.0037691324593553677
2021-10-07,-0.00021220249908021627,0.009609771126078479
2021-10-08,-0.0021530117721008657,0.003492255992683796
2021-10-11,-0.0010307497868350668,-0.008476660796991433
2021-10-12,-0.0037250270097602123,-0.004053508298463192
2021-10-13,-0.0024043005600997702,0.0017456081784606448
2021-10-14,0.0060982484951107585,0.01957353972377764
2021-10-15,-0.00022101618259179334,0.012643826630332885
2021-10-18,0.0045326280094659666,0.00954605520217136
2021-10-19,-0.004816286847417722,0.007362188519809539
2021-10-20,-0.006308247512786358,0.001961356948951276
2021-10-21,0.001699217293227806,0.0036651420228493345
2021-10-22,0.0013840654687877485,-0.004435577824698546
2021-10-25,-0.0011470338235720356,0.0052433223111916505
2021-10-26,0.0003670010967130044,0.009160895129922844
2021-10-27,0.01166756678286976,-0.0002707459944036039
2021-10-28,-0.004627805875291824,0.00966959509995365
2021-10-29,0.005229937103286869,0.005307557607383245
2021-11-01,-0.0017162301041300232,-0.0026076276415988864
2021-11-02,0.009593607310198732,0.003931176622679898
2021-11-03,-0.005081940200845764,0.003486725123246289
2021-11-04,-0.011010268931953504,0.013215326316387119
2021-11-05,-0.005349066360834515,0.0030638451914237843
2021-11-08,0.002313152165891119,0.004732603113522508
2021-11-09,-0.010116563099232423,0.0017341848985229964
2021-11-10,0.001650078134154992,-0.017533960160494216
2021-11-11,0.0024631254567128724,0.002901267882440948
2021-11-12,0.0026465694026316933,0.009542155041417977
2021-11-15,-0.0075660384260017866,0.0014366397204602366
2021-11-16,-0.0026656070384269426,0.005128457682579958
2021-11-17,-0.0063329176691544475,-0.005115661466320208
2021-11-18,-0.005347876204661761,0.01378690855180876
2021-11-19,0.002802514278968299,-0.0028195673237538985
2021-11-22,0.003857916963660446,-0.0021530935405762544
2021-11-23,-0.0002325112448306743,0.007904338581623835
2021-11-24,-0.005758380296714466,0.00421726554859216
2021-11-26,-0.0018599076540599946,-0.026796652095328305
2021-11-29,-0.0007530952239181432,0.015962647672372526
2021-11-30,-0.0016949637449241994,-0.016260252651364337
2021-12-01,0.0030752275994445077,-0.010468453338008915
2021-12-02,0.004419676165943742,0.01247459310359291
2021-12-03,0.00025529516485101045,-0.011705481976876079
2021-12-06,-0.0003606537065725113,0.013704182170569115
2021-12-07,0.003430264192356647,0.024505426769351264
2021-12-08,-0.001301020056161395,0.0017173543958319548
2021-12-09,0.002027380345129226,-0.005143007010498329
2021-12-10,-0.0004204058630509766,0.004034763015434688
2021-12-13,0.0012577541211557242,-0.017384477809494942
2021-12-14,-0.0006057195835038054,-0.003109289096150908
2021-12-15,0.0002783505223665217,0.018271226206807833
2021-12-16,0.0054494625517022,-0.014425826662098176
2021-12-17,-0.009684851108697767,-0.016356409103474606
2021-12-20,-0.002669715161638775,-0.010684816997405672
2021-12-21,0.000154980906343416,0.01976046462554511
2021-12-22,0.004110091996870735,0.008994362013838492
2021-12-23,0.0019794813771408237,0.004507696341255955
2021-12-27,0.0005657467203708244,0.0162996312242188
2021-12-28,-0.003315108544366424,-0.0018976905056788211
2021-12-29,0.002461086391597811,-0.0023081892411214353
2021-12-30,0.0007092893108136822,-0.003948034540539158
2021-12-31,-0.0012041515946930037,-0.004750187154227398
2022-01-03,0.003078601552484074,0.014020270115173464
2022-01-04,-0.0007695323559006872,0.0023092481147326447
2022-01-05,-0.016061510274912344,-0.021761196762734063
2022-01-06,0.00898631374442388,0.0007243193243981297
2022-01-07,-0.003199844103630306,-0.005224488185788745
2022-01-10,0.0037330195619848794,-9.213400334257919e-05
2022-01-11,-0.001223858366337205,0.013948314685548802
2022-01-12,0.0029812201201495636,0.0008892213088906956
2022-01-13,-0.00933548947466381,-0.017303712987601406
2022-01-14,0.00024008732948388456,-0.0018916659806061202
2022-01-18,-0.0014187212836274388,-0.024182030877946774
2022-01-19,-0.011650329748753546,-0.010333615650949571
2022-01-20,-0.010381805706803221,-0.011655456372074602
2022-01-21,-0.0020140398533805004,-0.020764816497384753
2022-01-24,-0.004318189820678803,0.007008624337956959
2022-01-25,-0.008735908072500409,-0.0099330713240324
2022-01-26,0.0132705305835418,0.003492283248680228
2022-01-27,-0.011268403263025667,-0.0008245040840055562
2022-01-28,0.010215656349341629,0.02157781568587185
2022-01-31,0.008614429898849751,0.022016163979165743
2022-02-01,0.003496474604888833,0.014541427290787076
2022-02-02,0.01573488033798004,0.013323501577621947
2022-02-03,0.04018086165922005,-0.04397077719180393
2022-02-04,0.007796476298347593,0.018523409180537298
2022-02-07,0.009634358240857649,-0.004217092439604192
2022-02-08,0.0044364818481608115,0.005232638865412402
2022-02-09,0.004037076220314295,0.016718183650759704
2022-02-10,-0.0035483960652668844,-0.01848446479440936
2022-02-11,-0.012222963611133564,-0.02004721853600917
2022-02-14,0.009691611438974623,-0.002030272072418423
2022-02-15,0.01914188219703855,0.01527166120727728
2022-02-16,0.0063118332968292445,-0.0010699428017420614
2022-02-17,-0.013083063084279256,-0.026088999499454885
2022-02-18,-0.009642581946596451,-0.009673629669379291
2022-02-22,0.003984921347386511,-0.016272409701251628
2022-02-23,-0.00895337016139533,-0.01651728216652613
2022-02-24,0.01569948026709811,0.01821722642362748
2022-02-25,-0.0067213530363026686,0.021491626922405267
2022-02-28,0.002754236768468199,-0.0011976609992616072
2022-03-01,-0.0024190273817509267,-0.010576443284457948
2022-03-02,-0.0015615912026387124,0.01970652814100075
2022-03-03,-0.0009199559077848474,-0.008074343814746024
2022-03-04,-0.014534945977730113,-0.006490763904198282
2022-03-07,-0.006103786814938589,-0.027054135839283816
2022-03-08,0.006458200709101941,2.9024596560706106e-05
2022-03-09,0.012671792636032186,0.024728669529996018
2022-03-10,-0.004601806669408487,0.0022759983262778394
2022-03-11,0.0023780560857668276,-0.0157562609078091
2022-03-14,-0.017564072757413007,-0.014673949746561452
2022-03-15,0.013349641612346863,0.01787935098176116
2022-03-16,0.009195994574597133,0.02766261501645383
2022-03-17,-0.005760734693422864,0.014182299587810754
2022-03-18,0.011339458014614279,0.017670923830546942
2022-03-21,0.007624872899239354,0.00033404625286417855
2022-03-22,7.4601754509184826e-06,0.010357959603671881
2022-03-23,-0.0065200359290861765,-0.011081027536125823
2022-03-24,0.01825969429006491,0.018375426490323726
2022-03-25,-0.006241600395093555,0.0032784067535337837
2022-03-28,0.002296136405767535,0.0026431165588525394
2022-03-29,-8.007662168676988e-05,0.007579506939781655
2022-03-30,-0.012175110523272775,-0.006457945265520922
2022-03-31,0.0025274815792144523,-0.02010595393828743
2022-04-01,-0.0073962211003999745,0.0020734203513050053
2022-04-04,-0.018518530409361134,0.013536448920896662
2022-04-05,0.005735326892192555,-0.013178799673935065
2022-04-06,0.022283046686112223,-0.018589878008048677
2022-04-07,0.009579637326831897,0.0026814304031682703
2022-04-08,0.015457441936130967,0.0007706151377230389
2022-04-11,-0.003032842327110402,-0.024495110540751198
2022-04-12,0.013660090003113912,-0.0017286587121096524
2022-04-13,-0.0014050120020535628,0.012104665418957467
2022-04-14,0.014577512692120376,-0.016091207552565805
2022-04-18,0.0029213246387508884,0.007787778129170743
2022-04-19,-0.021671422820600778,0.015399466670824249
2022-04-20,0.027529050012721157,-0.0070077090910064255
2022-04-21,0.01049890637765541,-0.026968374133720562
2022-04-22,0.0009441973643928292,-0.02950184891883953
2022-04-25,-0.02069905480160439,0.006619099159699947
2022-04-26,0.018080349377454535,-0.028514923413580806
2022-04-27,0.017160941094563897,-0.002690274743205564
2022-04-28,-0.039175452912311726,0.046161548968786215
2022-04-29,0.028013366673896783,-0.04480802448120377
2022-05-02,-0.0054167292426055,0.018553136027475325
2022-05-03,0.008867166452145359,0.006304365796888607
2022-05-04,0.0010085479308359901,0.03340398064455976
2022-05-05,0.030059829684865425,-0.043493622607604226
2022-05-06,0.019405103939794027,-0.001840000622856247
2022-05-09,-0.014160138150881268,-0.03923191710809463
2022-05-10,0.0020638593882401635,0.005038392998423781
2022-05-11,0.02818343586171526,-0.01984192780221462
2022-05-12,-0.0034992080661293556,-0.0031741941197555856
2022-05-13,-0.011754209655838899,0.03268138153645539
2022-05-16,0.016710721613636514,-0.0014482080500513954
2022-05-17,-0.008845171068845026,0.023094117627958894
2022-05-18,0.020145035668221095,-0.04223052908828517
2022-05-19,0.0003197567707838578,-0.001785345500450249
2022-05-20,-0.00016077683403542542,-0.0008995532969525433
2022-05-23,0.00793874721971291,0.02248852714117198
2022-05-24,0.029779151853722707,-0.01589667467531586
2022-05-25,-0.0008977556765997208,0.014015835630661536
2022-05-26,-0.018117011482633727,0.02368732049449516
2022-05-27,-0.008873957217367057,0.02468448522817331
2022-05-31,-0.018232941079153908,-0.0029903608827063035
2022-06-01,0.010556468837671862,-0.004580581753160812
2022-06-02,-0.02229505595450043,0.02176378455014245
2022-06-03,0.022361640777256775,-0.01793880375342431
2022-06-06,-0.011247540183543986,0.005264432088902519
2022-06-07,0.01800665757537878,0.00937020059953797
2022-06-08,0.0066749440849579456,-0.006498023720592744
2022-06-09,0.016062461865051114,-0.025924871636797502
2022-06-10,0.017890119128845305,-0.037867987926597756
2022-06-13,0.006764522709709425,-0.04226070556204301
2022-06-14,0.005067070257761569,-0.002800404390233241
2022-06-15,-0.029735444304976544,0.018701606254914516
2022-06-16,-0.0007548401791968307,-0.03380476509246369
2022-06-17,-0.036466596712835864,-0.004210455310553289
2022-06-21,0.030447133342808408,0.027299264022700248
2022-06-22,-0.019471196358976373,-0.007938390964945427
2022-06-23,-0.029397831750524156,0.005486211886086408
2022-06-24,-0.01784099607414219,0.03467722341983551
2022-06-27,0.018902495106333156,-0.0022467050387167584
2022-06-28,0.036797006554688205,-0.02122444701781065
2022-06-29,-0.022780699238042462,0.0009577564342002446
2022-06-30,-0.0004556498552298338,-0.01760927929718273
2022-07-01,0.002569198123791666,0.0071817140636105115
2022-07-05,-0.036131841094622835,0.009621798719967822
2022-07-06,-0.01198141262522473,0.002652952717593332
2022-07-07,0.004913931705714969,0.020934759090435084
2022-07-08,0.0027006628768661833,-0.0012727035523942647
2022-07-11,0.016420465661444977,-0.018494659167337463
2022-07-12,-0.002842149008441458,-0.009626165418969582
2022-07-13,-0.0037056239630992305,-0.004222444434286395
2022-07-14,-0.0009257077022960802,-0.0074514155107939795
2022-07-15,-0.009762854239897312,0.02598458578582587
2022-07-18,0.003815848813701894,0.0011516425408265956
2022-07-19,-0.0072512366137821305,0.03574238495037948
2022-07-20,-0.01399108064522131,0.014143969520466407
2022-07-21,-0.009982003142518486,0.00591508449426358
2022-07-22,0.019415291226706433,-0.02008920399670151
2022-07-25,0.022247337120982064,0.001818070084305808
2022-07-26,0.021388897461437767,-0.020949937926899993
2022-07-27,-0.021094009902531574,0.03755462040590185
2022-07-28,0.015168289626151493,0.004728662574514523
2022-07-29,0.010452032254315485,0.02745102945986208
2022-08-01,-0.013429748107599254,-0.005033637003773443
2022-08-02,-0.0013538523324823637,-0.006577355853646429
2022-08-03,-0.0374691819827912,0.017015653995627305
2022-08-04,-0.025396893026405853,-0.003477047721626834
2022-08-05,0.015922949774125367,0.0021495751327975745
2022-08-08,-0.0011904519842693417,-0.005443664179457575
2022-08-09,0.013227625960189837,-0.0028064499724936853
2022-08-10,-0.02033463827149601,0.02691201225242133
2022-08-11,0.018111987409441005,0.0016936436640441015
2022-08-12,-0.006879230111275558,0.017450195798673112
2022-08-15,-0.0091183126412627,0.00035010478080024776
2022-08-16,-0.0037977408441306204,0.002265120592735
2022-08-17,0.01514791665283391,-0.007260332722533319
2022-08-18,0.010214041556173559,0.004791999750839919
2022-08-19,0.013854883704716964,-0.018928389779806154
2022-08-22,0.014930762377847767,-0.022161768648622442
2022-08-23,0.020944754474241434,0.0012529361661544152
2022-08-24,-0.00034148943345752025,0.003427191821849307
2022-08-25,-0.011470890009508572,0.018161141408284825
2022-08-26,0.017344723970377507,-0.03780541128483241
2022-08-29,0.013482784773947681,-0.005728975253963449
2022-08-30,-0.010404356391166075,-0.0130946528304057
2022-08-31,-0.011225606570072072,-0.005550456392334581
2022-09-01,-0.014283460737083642,-0.0031020780711059903
2022-09-02,0.016519709624118167,-0.008390895109435609
2022-09-06,0.0026906284393539426,-0.007989192138506898
2022-09-07,-0.014928799491784384,0.012959791515386176
2022-09-08,0.00013910939850492188,0.0071876718540377915
2022-09-09,-0.006948514970469444,0.01829575550637383
2022-09-12,0.001144976325912317,0.010984018701138512
2022-09-13,0.03047322034762756,-0.05405327535305084
2022-09-14,0.011489741749018317,0.004057080505967231
2022-09-15,-0.003743431940016362,-0.009996220619943569
2022-09-16,0.00013261622106602866,-0.007564067874860386
2022-09-19,-0.004551106334666238,0.008517527650083873
2022-09-20,0.005186757754440552,-0.010978998978981821
2022-09-21,0.008200331709855735,-0.016220528397093942
2022-09-22,0.00012464784109333937,-0.007209798722830331
2022-09-23,-0.017897405502277558,-0.02210530658408666
2022-09-26,-0.007556665376104027,-0.013697967934344524
2022-09-27,0.010563824588440546,-7.198599954011398e-05
2022-09-28,-0.003742202986902199,0.02735021206817073
2022-09-29,0.013741978966872515,-0.021644351142666756
2022-09-30,-0.0005039994395695802,-0.013357462466077682
2022-10-03,0.015454791386950106,0.031913638191239525
2022-10-04,0.002233016321674331,0.034115309529111425
2022-10-05,0.013049623639963565,0.00146886391120112
2022-10-06,0.013305968670501489,-0.002233898777417901
2022-10-07,0.025495586817797566,-0.03182155520567054
2022-10-10,-0.00216574258765434,-0.011281381325391146
2022-10-11,0.00953272611658132,-0.012336687250001468
2022-10-12,0.005722950589517467,0.0008893280613490595
2022-10-13,0.005382774914364341,0.029347236395745806
2022-10-14,0.007743580623475549,-0.02502288256415433
2022-10-17,-0.023646080558100135,0.03375768838864357
2022-10-18,0.0032838506265778777,0.009595669683014249
2022-10-19,0.012963404548034352,-0.0017659590657322828
2022-10-20,0.0019892364348808034,-0.0017197224570473884
2022-10-21,0.00821399236169798,0.024942733275902084
2022-10-24,-0.0004486686149546837,0.010342510391853446
2022-10-25,-0.02723839144445625,0.01758584683681492
2022-10-26,0.026923975065356293,-0.021823212449548008
2022-10-27,0.05806480170045647,-0.027155180454867468
2022-10-28,-0.00545595679337213,0.02206574577651313
2022-10-31,0.0228381056122679,-0.01111135415709529
2022-11-01,-0.00202042984040246,-0.00620708474905643
2022-11-02,0.007976537941010914,-0.02591950568355726
2022-11-03,0.0077624585906834465,-0.011685250073361306
2022-11-04,-0.013094052800483535,0.019970229858030736
2022-11-07,-0.012944121632200267,0.016883087678299945
2022-11-08,-0.004187319245321591,0.004138599974650982
2022-11-09,-0.019994910949747757,-0.021515268853770503
2022-11-10,-0.05303841652283947,0.06899737728821483
2022-11-11,0.003191989414309926,0.016814249849091256
2022-11-14,-0.0013137989973608932,-0.009091694379617266
2022-11-15,-0.00826580903024432,0.008241229448335774
2022-11-16,0.012821007590998912,-0.008296325339068053
2022-11-17,0.008631517983421322,-0.0047005180020987984
2022-11-18,-0.0007329919464016121,7.992496276893839e-05
2022-11-21,0.0015121784395633608,-0.009647071582468877
2022-11-22,-0.0017176743226788305,0.018978436499604807
2022-11-23,-0.01275953740976074,0.006940742339685835
2022-11-25,0.004004132835198959,-0.0023284186439769907
2022-11-28,-0.002066877407887191,-0.019586728946246273
2022-11-29,0.006811157365586962,-0.0028029788209598394
2022-11-30,-0.03536998983052536,0.04089455767177169
2022-12-01,-0.01041614609003566,-0.0015023102251961924
2022-12-02,-0.006673175288457095,-0.00333263285397023
2022-12-05,-0.006936158198485948,-0.018668545734593284
2022-12-06,0.012954151342362247,-0.023487566432753737
2022-12-07,-0.0014758969537045918,-0.0018213176431715976
2022-12-08,-0.016005243614661102,0.012546839213028571
2022-12-09,-0.00887718381888894,-0.009123302499473471
2022-12-12,0.003475591356999791,0.015461617912573083
2022-12-13,-0.011211504262696459,0.01641362147571652
2022-12-14,-0.001060776351655357,-0.006669709945065476
2022-12-15,0.017131148623761444,-0.0292749965985665
2022-12-16,-0.00658656523293033,-0.00806165391343816
2022-12-19,0.01798525345011548,-0.012826876813047708
2022-12-20,0.004618675060682503,0.0040229711275766205
2022-12-21,-0.006016983922460917,0.01574503505562519
2022-12-22,0.014323240787612268,-0.02225205483027795
2022-12-23,0.014544093929826168,0.009249494834744612
2022-12-27,0.026911275768937593,-0.010453585507506006
2022-12-28,-0.003594816340995871,-0.011303911222691329
2022-12-29,-0.016347446989435632,0.019957429748397554
2022-12-30,0.0038040283277629428,0.00031539556028844135
2023-01-03,-0.02027663732124893,-0.005106894766771573
2023-01-04,-0.005720740899236271,-0.00090951944065365
2023-01-05,0.016871154938288502,-0.011234895732544464
2023-01-06,-0.010063847504036882,0.01843769349993561
2023-01-09,-0.009273304075927025,0.0057130654157342975
2023-01-10,-0.00901888281108254,0.011021317914087253
2023-01-11,-0.01261915810166192,0.01875560131213407
2023-01-12,-0.0008241470560080288,0.009819757846518645
2023-01-13,-0.00744940398421487,0.009120680336448417
2023-01-17,0.011870077434466414,-0.005545098106124681
2023-01-18,-0.003793861107488,-0.014073146584861982
2023-01-19,0.002880545419897018,-0.003321289007224596
2023-01-20,-0.008227242434746762,0.02151825459695092
2023-01-23,-0.009322774202014356,0.015727735853413055
2023-01-24,0.005866422525763915,0.0010737096748170971
2023-01-25,-0.003105264883118103,-0.0034509426596712744
2023-01-26,0.006711658206971227,0.021317465155238035
2023-01-27,-0.030812158184585076,0.00455123899142898
2023-01-30,9.602991640775271e-05,-0.01883720601229011
2023-01-31,-0.004526449435954205,0.01807499573833939
2023-02-01,-0.018419391927160217,0.011824027595667733
2023-02-02,-0.08790636776305152,0.036963408628199336
2023-02-03,0.0264281409617938,-0.012207878877613515
2023-02-06,0.0034115979288012466,-0.004085946344812935
